ダウンロードした時刻：2023/07/20 12:24:48

,東京,東京,東京,東京,東京,東京,東京,東京,東京
1960/8/28,28.3,8,1,32.7,8,1,25.8,8,1
1960/8/29,27.7,8,1,31.2,8,1,25.2,8,1
1960/8/30,27.9,8,1,30.3,8,1,26.7,8,1
1960/8/31,28.2,8,1,33.2,8,1,24.3,8,1
1960/9/1,26.4,8,1,30.3,8,1,24.5,8,1
1960/9/2,26.4,8,1,31.0,8,1,22.1,8,1
1960/9/3,26.2,8,1,29.1,8,1,23.2,8,1
1960/9/4,27.5,8,1,32.2,8,1,24.1,8,1
1960/9/5,23.3,8,1,27.2,8,1,24.4,8,1
1960/9/6,23.7,8,1,28.2,8,1,19.8,8,1
1960/9/7,21.5,8,1,23.7,8,1,21.0,8,1
1960/9/8,23.0,8,1,26.2,8,1,18.8,8,1
1960/9/9,23.7,8,1,25.9,8,1,22.9,8,1
1960/9/10,24.6,8,1,29.1,8,1,21.8,8,1
1960/9/11,23.5,8,1,26.7,8,1,21.3,8,1
1960/9/12,22.0,8,1,23.3,8,1,21.5,8,1
1960/9/13,23.3,8,1,25.1,8,1,21.3,8,1
1960/9/14,25.6,8,1,29.1,8,1,22.1,8,1
1960/9/15,27.5,8,1,31.8,8,1,25.2,8,1
1960/9/16,25.0,8,1,30.6,8,1,21.7,8,1
1960/9/17,24.5,8,1,27.8,8,1,22.3,8,1
1960/9/18,25.1,8,1,29.2,8,1,22.3,8,1
1960/9/19,27.7,8,1,32.7,8,1,23.5,8,1
1960/9/20,23.6,8,1,28.6,8,1,24.7,8,1
1960/9/21,23.0,8,1,28.4,8,1,19.2,8,1
1960/9/22,23.2,8,1,28.3,8,1,17.9,8,1
1960/9/23,23.5,8,1,28.0,8,1,19.0,8,1
1960/9/24,25.2,8,1,30.8,8,1,21.3,8,1
1960/9/25,23.1,8,1,28.7,8,1,21.9,8,1
1960/9/26,20.8,8,1,24.6,8,1,16.3,8,1
1960/9/27,22.2,8,1,26.3,8,1,17.3,8,1
1960/9/28,19.1,8,1,24.0,8,1,19.7,8,1
1960/9/29,17.1,8,1,22.9,8,1,11.3,8,1
1960/9/30,17.8,8,1,24.7,8,1,12.0,8,1
1961/6/1,19.7,8,1,26.1,8,1,13.8,8,1
1961/6/2,19.8,8,1,25.0,8,1,15.3,8,1
1961/6/3,20.1,8,1,24.8,8,1,13.9,8,1
1961/6/4,21.5,8,1,26.1,8,1,15.7,8,1
1961/6/5,21.9,8,1,24.9,8,1,19.2,8,1
1961/6/6,23.3,8,1,28.3,8,1,19.3,8,1
1961/6/7,23.5,8,1,28.6,8,1,19.7,8,1
1961/6/8,23.7,8,1,28.3,8,1,20.2,8,1
1961/6/9,22.4,8,1,23.8,8,1,21.7,8,1
1961/6/10,23.3,8,1,30.1,8,1,19.2,8,1
1961/6/11,23.6,8,1,28.2,8,1,17.5,8,1
1961/6/12,24.1,8,1,28.3,8,1,20.5,8,1
1961/6/13,18.9,8,1,23.7,8,1,20.0,8,1
1961/6/14,17.9,8,1,22.1,8,1,15.2,8,1
1961/6/15,20.0,8,1,26.2,8,1,14.1,8,1
1961/6/16,21.4,8,1,25.0,8,1,17.3,8,1
1961/6/17,22.0,8,1,25.1,8,1,19.8,8,1
1961/6/18,23.5,8,1,29.7,8,1,19.9,8,1
1961/6/19,22.9,8,1,28.8,8,1,17.3,8,1
1961/6/20,23.4,8,1,28.5,8,1,18.2,8,1
1961/6/21,23.8,8,1,27.6,8,1,20.8,8,1
1961/6/22,23.4,8,1,27.1,8,1,21.6,8,1
1961/6/23,24.4,8,1,29.5,8,1,20.6,8,1
1961/6/24,24.2,8,1,28.3,8,1,21.6,8,1
1961/6/25,22.5,8,1,23.7,8,1,22.1,8,1
1961/6/26,23.4,8,1,26.7,8,1,20.3,8,1
1961/6/27,24.5,8,1,26.2,8,1,22.0,8,1
1961/6/28,24.3,8,1,25.9,8,1,22.6,8,1
1961/6/29,24.8,8,1,26.6,8,1,22.7,8,1
1961/6/30,25.4,8,1,29.9,8,1,22.8,8,1
1961/7/1,25.2,8,1,30.9,8,1,22.2,8,1
1961/7/2,24.5,8,1,28.8,8,1,22.4,8,1
1961/7/3,25.9,8,1,32.1,8,1,21.3,8,1
1961/7/4,27.7,8,1,31.7,8,1,23.0,8,1
1961/7/5,24.7,8,1,28.6,8,1,22.4,8,1
1961/7/6,26.7,8,1,30.8,8,1,22.1,8,1
1961/7/7,27.9,8,1,32.0,8,1,24.9,8,1
1961/7/8,30.0,8,1,35.0,8,1,24.9,8,1
1961/7/9,29.8,8,1,35.0,8,1,25.4,8,1
1961/7/10,28.8,8,1,32.8,8,1,25.8,8,1
1961/7/11,26.4,8,1,32.5,8,1,25.2,8,1
1961/7/12,25.7,8,1,28.6,8,1,22.3,8,1
1961/7/13,26.8,8,1,30.4,8,1,23.5,8,1
1961/7/14,28.5,8,1,32.0,8,1,25.1,8,1
1961/7/15,29.8,8,1,37.5,8,1,26.0,8,1
1961/7/16,28.2,8,1,32.4,8,1,24.6,8,1
1961/7/17,27.6,8,1,31.7,8,1,25.8,8,1
1961/7/18,23.3,8,1,26.7,8,1,22.3,8,1
1961/7/19,23.0,8,1,26.3,8,1,20.3,8,1
1961/7/20,24.8,8,1,29.3,8,1,20.6,8,1
1961/7/21,25.9,8,1,30.1,8,1,21.8,8,1
1961/7/22,26.8,8,1,30.9,8,1,22.5,8,1
1961/7/23,27.7,8,1,31.4,8,1,23.0,8,1
1961/7/24,28.4,8,1,32.7,8,1,26.2,8,1
1961/7/25,29.5,8,1,34.5,8,1,26.5,8,1
1961/7/26,30.6,8,1,35.8,8,1,26.2,8,1
1961/7/27,29.2,8,1,34.1,8,1,25.6,8,1
1961/7/28,28.2,8,1,33.9,8,1,24.8,8,1
1961/7/29,28.4,8,1,33.2,8,1,23.9,8,1
1961/7/30,29.2,8,1,33.9,8,1,25.6,8,1
1961/7/31,28.7,8,1,32.5,8,1,24.9,8,1
1961/8/1,28.7,8,1,32.6,8,1,26.2,8,1
1961/8/2,28.9,8,1,34.2,8,1,25.2,8,1
1961/8/3,27.4,8,1,32.0,8,1,25.6,8,1
1961/8/4,24.4,8,1,26.7,8,1,23.6,8,1
1961/8/5,21.8,8,1,23.3,8,1,21.4,8,1
1961/8/6,23.5,8,1,27.3,8,1,20.3,8,1
1961/8/7,24.8,8,1,29.3,8,1,22.0,8,1
1961/8/8,26.6,8,1,30.8,8,1,22.3,8,1
1961/8/9,27.2,8,1,32.9,8,1,23.4,8,1
1961/8/10,27.4,8,1,32.1,8,1,23.1,8,1
1961/8/11,27.7,8,1,31.6,8,1,24.0,8,1
1961/8/12,28.7,8,1,33.5,8,1,25.5,8,1
1961/8/13,28.5,8,1,34.0,8,1,24.4,8,1
1961/8/14,28.5,8,1,33.0,8,1,25.3,8,1
1961/8/15,28.5,8,1,33.7,8,1,25.4,8,1
1961/8/16,28.5,8,1,32.2,8,1,24.8,8,1
1961/8/17,29.2,8,1,33.8,8,1,24.3,8,1
1961/8/18,28.7,8,1,33.7,8,1,25.2,8,1
1961/8/19,28.5,8,1,33.7,8,1,24.7,8,1
1961/8/20,27.4,8,1,31.0,8,1,24.5,8,1
1961/8/21,27.7,8,1,32.9,8,1,25.0,8,1
1961/8/22,26.1,8,1,31.0,8,1,24.4,8,1
1961/8/23,22.9,8,1,25.0,8,1,21.9,8,1
1961/8/24,23.2,8,1,24.5,8,1,21.4,8,1
1961/8/25,27.5,8,1,31.8,8,1,22.3,8,1
1961/8/26,29.0,8,1,33.0,8,1,24.8,8,1
1961/8/27,29.6,8,1,35.0,8,1,25.6,8,1
1961/8/28,27.0,8,1,33.9,8,1,25.9,8,1
1961/8/29,24.2,8,1,29.6,8,1,22.0,8,1
1961/8/30,24.2,8,1,29.1,8,1,20.4,8,1
1961/8/31,25.2,8,1,31.1,8,1,20.3,8,1
1961/9/1,26.7,8,1,32.4,8,1,21.5,8,1
1961/9/2,28.0,8,1,33.3,8,1,23.0,8,1
1961/9/3,27.1,8,1,31.4,8,1,24.2,8,1
1961/9/4,28.4,8,1,32.4,8,1,25.2,8,1
1961/9/5,29.7,8,1,35.0,8,1,26.2,8,1
1961/9/6,28.9,8,1,33.8,8,1,25.2,8,1
1961/9/7,25.0,8,1,27.5,8,1,24.1,8,1
1961/9/8,24.5,8,1,27.4,8,1,21.8,8,1
1961/9/9,26.6,8,1,31.1,8,1,22.0,8,1
1961/9/10,27.4,8,1,31.7,8,1,23.5,8,1
1961/9/11,25.3,8,1,30.0,8,1,22.6,8,1
1961/9/12,24.4,8,1,28.2,8,1,21.1,8,1
1961/9/13,25.4,8,1,29.7,8,1,21.3,8,1
1961/9/14,26.5,8,1,30.6,8,1,21.0,8,1
1961/9/15,27.6,8,1,29.9,8,1,26.0,8,1
1961/9/16,27.6,8,1,30.9,8,1,27.0,8,1
1961/9/17,24.9,8,1,31.8,8,1,20.4,8,1
1961/9/18,22.8,8,1,27.4,8,1,20.5,8,1
1961/9/19,21.2,8,1,25.6,8,1,18.0,8,1
1961/9/20,20.9,8,1,25.7,8,1,16.4,8,1
1961/9/21,22.2,8,1,27.4,8,1,17.8,8,1
1961/9/22,24.3,8,1,30.8,8,1,19.3,8,1
1961/9/23,25.6,8,1,31.2,8,1,21.2,8,1
1961/9/24,27.4,8,1,34.3,8,1,24.0,8,1
1961/9/25,24.4,8,1,28.0,8,1,22.2,8,1
1961/9/26,26.5,8,1,33.5,8,1,21.6,8,1
1961/9/27,22.4,8,1,24.9,8,1,21.8,8,1
1961/9/28,22.3,8,1,26.5,8,1,19.9,8,1
1961/9/29,22.8,8,1,29.3,8,1,17.5,8,1
1961/9/30,21.5,8,1,22.9,8,1,18.3,8,1
1962/6/1,21.2,8,1,26.0,8,1,16.1,8,1
1962/6/2,22.1,8,1,25.5,8,1,18.6,8,1
1962/6/3,20.2,8,1,21.9,8,1,19.9,8,1
1962/6/4,19.0,8,1,20.1,8,1,17.4,8,1
1962/6/5,22.6,8,1,26.9,8,1,18.3,8,1
1962/6/6,22.8,8,1,27.5,8,1,19.9,8,1
1962/6/7,18.3,8,1,21.2,8,1,18.7,8,1
1962/6/8,18.0,8,1,21.5,8,1,14.5,8,1
1962/6/9,19.7,8,1,23.5,8,1,16.7,8,1
1962/6/10,22.0,8,1,25.7,8,1,17.7,8,1
1962/6/11,18.6,8,1,22.8,8,1,18.5,8,1
1962/6/12,19.6,8,1,23.0,8,1,17.2,8,1
1962/6/13,19.2,8,1,21.9,8,1,17.6,8,1
1962/6/14,22.1,8,1,25.5,8,1,18.3,8,1
1962/6/15,24.1,8,1,29.2,8,1,20.3,8,1
1962/6/16,22.0,8,1,25.3,8,1,20.0,8,1
1962/6/17,22.8,8,1,29.1,8,1,16.9,8,1
1962/6/18,24.3,8,1,28.7,8,1,20.2,8,1
1962/6/19,21.4,8,1,27.0,8,1,17.8,8,1
1962/6/20,21.3,8,1,27.5,8,1,12.6,8,1
1962/6/21,22.6,8,1,27.1,8,1,19.0,8,1
1962/6/22,21.5,8,1,25.8,8,1,20.3,8,1
1962/6/23,21.2,8,1,25.3,8,1,16.7,8,1
1962/6/24,23.0,8,1,28.7,8,1,19.1,8,1
1962/6/25,18.3,8,1,21.5,8,1,17.2,8,1
1962/6/26,17.4,8,1,18.9,8,1,16.5,8,1
1962/6/27,18.2,8,1,20.8,8,1,15.2,8,1
1962/6/28,21.9,8,1,27.6,8,1,17.3,8,1
1962/6/29,19.8,8,1,22.1,8,1,18.4,8,1
1962/6/30,21.4,8,1,24.7,8,1,17.9,8,1
1962/7/1,22.6,8,1,26.4,8,1,20.1,8,1
1962/7/2,23.4,8,1,25.3,8,1,20.9,8,1
1962/7/3,24.3,8,1,27.1,8,1,23.1,8,1
1962/7/4,23.3,8,1,25.5,8,1,20.2,8,1
1962/7/5,22.9,8,1,24.8,8,1,21.6,8,1
1962/7/6,20.6,8,1,23.3,8,1,19.5,8,1
1962/7/7,19.6,8,1,23.4,8,1,17.8,8,1
1962/7/8,17.9,8,1,20.6,8,1,16.6,8,1
1962/7/9,20.2,8,1,22.7,8,1,16.9,8,1
1962/7/10,23.5,8,1,27.1,8,1,18.8,8,1
1962/7/11,24.7,8,1,28.3,8,1,21.2,8,1
1962/7/12,26.6,8,1,30.9,8,1,22.7,8,1
1962/7/13,25.9,8,1,29.3,8,1,24.8,8,1
1962/7/14,25.5,8,1,30.0,8,1,20.3,8,1
1962/7/15,25.5,8,1,30.7,8,1,21.8,8,1
1962/7/16,25.5,8,1,29.7,8,1,21.6,8,1
1962/7/17,25.9,8,1,31.0,8,1,23.2,8,1
1962/7/18,24.3,8,1,28.0,8,1,23.2,8,1
1962/7/19,24.7,8,1,28.8,8,1,22.4,8,1
1962/7/20,24.6,8,1,27.4,8,1,22.6,8,1
1962/7/21,27.2,8,1,31.1,8,1,23.7,8,1
1962/7/22,28.7,8,1,33.4,8,1,25.7,8,1
1962/7/23,29.0,8,1,34.1,8,1,25.4,8,1
1962/7/24,27.7,8,1,31.5,8,1,24.6,8,1
1962/7/25,28.3,8,1,33.3,8,1,24.1,8,1
1962/7/26,28.9,8,1,33.0,8,1,24.4,8,1
1962/7/27,28.2,8,1,31.1,8,1,25.8,8,1
1962/7/28,25.5,8,1,27.8,8,1,25.4,8,1
1962/7/29,27.8,8,1,32.1,8,1,23.2,8,1
1962/7/30,28.5,8,1,32.6,8,1,25.0,8,1
1962/7/31,27.7,8,1,32.0,8,1,24.5,8,1
1962/8/1,27.9,8,1,32.1,8,1,23.3,8,1
1962/8/2,27.9,8,1,31.5,8,1,24.5,8,1
1962/8/3,29.4,8,1,34.3,8,1,24.4,8,1
1962/8/4,29.7,8,1,37.6,8,1,27.2,8,1
1962/8/5,25.6,8,1,29.5,8,1,21.8,8,1
1962/8/6,26.6,8,1,29.9,8,1,22.7,8,1
1962/8/7,29.1,8,1,35.6,8,1,24.1,8,1
1962/8/8,28.6,8,1,33.7,8,1,25.2,8,1
1962/8/9,30.2,8,1,35.7,8,1,24.7,8,1
1962/8/10,28.9,8,1,34.3,8,1,25.8,8,1
1962/8/11,28.2,8,1,33.1,8,1,24.2,8,1
1962/8/12,27.6,8,1,32.6,8,1,22.9,8,1
1962/8/13,28.8,8,1,34.1,8,1,24.1,8,1
1962/8/14,29.6,8,1,35.2,8,1,24.8,8,1
1962/8/15,28.9,8,1,33.2,8,1,25.3,8,1
1962/8/16,28.3,8,1,33.8,8,1,22.8,8,1
1962/8/17,28.6,8,1,33.4,8,1,25.3,8,1
1962/8/18,27.9,8,1,33.1,8,1,23.5,8,1
1962/8/19,26.1,8,1,28.7,8,1,24.4,8,1
1962/8/20,26.6,8,1,29.0,8,1,25.1,8,1
1962/8/21,30.3,8,1,37.1,8,1,24.8,8,1
1962/8/22,28.3,8,1,32.3,8,1,25.7,8,1
1962/8/23,29.3,8,1,33.9,8,1,26.6,8,1
1962/8/24,28.5,8,1,32.8,8,1,25.2,8,1
1962/8/25,26.0,8,1,33.0,8,1,24.1,8,1
1962/8/26,26.2,8,1,28.9,8,1,21.9,8,1
1962/8/27,28.3,8,1,32.7,8,1,25.7,8,1
1962/8/28,28.0,8,1,32.7,8,1,23.7,8,1
1962/8/29,28.6,8,1,33.1,8,1,25.0,8,1
1962/8/30,26.9,8,1,31.2,8,1,23.9,8,1
1962/8/31,27.2,8,1,32.6,8,1,23.5,8,1
1962/9/1,26.1,8,1,31.7,8,1,22.6,8,1
1962/9/2,25.8,8,1,29.9,8,1,22.8,8,1
1962/9/3,26.8,8,1,31.2,8,1,22.5,8,1
1962/9/4,25.6,8,1,28.2,8,1,24.0,8,1
1962/9/5,27.4,8,1,32.1,8,1,23.7,8,1
1962/9/6,26.0,8,1,30.3,8,1,23.9,8,1
1962/9/7,23.0,8,1,24.8,8,1,21.4,8,1
1962/9/8,26.6,8,1,31.2,8,1,22.2,8,1
1962/9/9,27.6,8,1,32.9,8,1,25.3,8,1
1962/9/10,26.4,8,1,31.3,8,1,23.5,8,1
1962/9/11,25.1,8,1,30.3,8,1,21.9,8,1
1962/9/12,25.7,8,1,31.3,8,1,20.5,8,1
1962/9/13,26.2,8,1,30.6,8,1,22.2,8,1
1962/9/14,26.1,8,1,30.7,8,1,21.9,8,1
1962/9/15,25.7,8,1,31.1,8,1,22.3,8,1
1962/9/16,26.1,8,1,32.1,8,1,22.1,8,1
1962/9/17,24.9,8,1,30.2,8,1,21.2,8,1
1962/9/18,25.9,8,1,28.3,8,1,23.5,8,1
1962/9/19,26.7,8,1,31.8,8,1,22.8,8,1
1962/9/20,25.6,8,1,30.1,8,1,22.8,8,1
1962/9/21,26.2,8,1,32.1,8,1,21.3,8,1
1962/9/22,24.5,8,1,27.4,8,1,22.4,8,1
1962/9/23,25.0,8,1,27.9,8,1,21.2,8,1
1962/9/24,25.5,8,1,30.7,8,1,23.8,8,1
1962/9/25,19.9,8,1,24.7,8,1,17.8,8,1
1962/9/26,17.4,8,1,21.7,8,1,14.1,8,1
1962/9/27,18.0,8,1,24.5,8,1,13.0,8,1
1962/9/28,20.1,8,1,26.4,8,1,12.2,8,1
1962/9/29,21.0,8,1,28.7,8,1,15.9,8,1
1962/9/30,19.3,8,1,22.7,8,1,17.1,8,1
1963/6/1,22.1,8,1,27.7,8,1,19.7,8,1
1963/6/2,21.0,8,1,25.6,8,1,17.9,8,1
1963/6/3,18.7,8,1,19.7,8,1,18.6,8,1
1963/6/4,14.9,8,1,16.7,8,1,13.9,8,1
1963/6/5,17.3,8,1,22.0,8,1,13.1,8,1
1963/6/6,12.7,8,1,16.3,8,1,13.1,8,1
1963/6/7,11.6,8,1,12.9,8,1,10.3,8,1
1963/6/8,15.5,8,1,20.1,8,1,11.3,8,1
1963/6/9,18.1,8,1,22.5,8,1,13.4,8,1
1963/6/10,22.3,8,1,28.2,8,1,16.6,8,1
1963/6/11,21.4,8,1,25.1,8,1,18.2,8,1
1963/6/12,20.4,8,1,21.9,8,1,19.9,8,1
1963/6/13,21.0,8,1,25.9,8,1,19.1,8,1
1963/6/14,22.8,8,1,27.5,8,1,18.2,8,1
1963/6/15,23.0,8,1,26.2,8,1,21.0,8,1
1963/6/16,21.4,8,1,24.7,8,1,18.9,8,1
1963/6/17,23.2,8,1,27.6,8,1,19.0,8,1
1963/6/18,24.4,8,1,30.2,8,1,19.9,8,1
1963/6/19,19.8,8,1,21.6,8,1,17.0,8,1
1963/6/20,22.9,8,1,27.7,8,1,17.5,8,1
1963/6/21,26.9,8,1,32.5,8,1,23.3,8,1
1963/6/22,26.6,8,1,31.1,8,1,23.3,8,1
1963/6/23,27.2,8,1,32.9,8,1,23.3,8,1
1963/6/24,23.8,8,1,25.8,8,1,21.8,8,1
1963/6/25,22.6,8,1,24.3,8,1,20.8,8,1
1963/6/26,28.3,8,1,35.7,8,1,21.3,8,1
1963/6/27,24.1,8,1,28.7,8,1,20.5,8,1
1963/6/28,25.5,8,1,29.9,8,1,21.3,8,1
1963/6/29,27.6,8,1,34.3,8,1,23.2,8,1
1963/6/30,27.4,8,1,32.3,8,1,22.8,8,1
1963/7/1,28.1,8,1,34.0,8,1,23.2,8,1
1963/7/2,26.3,8,1,30.9,8,1,24.6,8,1
1963/7/3,23.0,8,1,28.7,8,1,20.8,8,1
1963/7/4,20.4,8,1,23.7,8,1,20.3,8,1
1963/7/5,20.7,8,1,23.9,8,1,16.8,8,1
1963/7/6,22.8,8,1,26.6,8,1,19.8,8,1
1963/7/7,27.0,8,1,32.7,8,1,20.0,8,1
1963/7/8,29.2,8,1,34.1,8,1,24.9,8,1
1963/7/9,27.1,8,1,31.8,8,1,26.2,8,1
1963/7/10,26.9,8,1,31.1,8,1,24.2,8,1
1963/7/11,22.8,8,1,26.4,8,1,21.8,8,1
1963/7/12,22.6,8,1,26.8,8,1,19.2,8,1
1963/7/13,24.8,8,1,29.4,8,1,19.7,8,1
1963/7/14,26.3,8,1,30.9,8,1,22.3,8,1
1963/7/15,27.9,8,1,33.5,8,1,24.0,8,1
1963/7/16,26.0,8,1,31.8,8,1,23.0,8,1
1963/7/17,26.0,8,1,31.9,8,1,21.8,8,1
1963/7/18,26.0,8,1,34.2,8,1,23.3,8,1
1963/7/19,22.1,8,1,25.0,8,1,20.2,8,1
1963/7/20,22.0,8,1,23.5,8,1,20.0,8,1
1963/7/21,24.7,8,1,28.9,8,1,21.6,8,1
1963/7/22,25.5,8,1,28.3,8,1,23.5,8,1
1963/7/23,25.5,8,1,28.8,8,1,23.9,8,1
1963/7/24,26.0,8,1,30.2,8,1,23.5,8,1
1963/7/25,27.7,8,1,32.8,8,1,24.2,8,1
1963/7/26,29.7,8,1,35.5,8,1,25.1,8,1
1963/7/27,28.7,8,1,32.9,8,1,24.8,8,1
1963/7/28,28.0,8,1,31.8,8,1,25.1,8,1
1963/7/29,28.3,8,1,33.2,8,1,23.9,8,1
1963/7/30,28.0,8,1,33.5,8,1,25.0,8,1
1963/7/31,25.2,8,1,27.8,8,1,23.4,8,1
1963/8/1,24.0,8,1,29.7,8,1,22.1,8,1
1963/8/2,27.0,8,1,31.5,8,1,21.4,8,1
1963/8/3,27.5,8,1,32.3,8,1,24.0,8,1
1963/8/4,27.1,8,1,31.2,8,1,24.2,8,1
1963/8/5,27.3,8,1,32.1,8,1,23.2,8,1
1963/8/6,24.4,8,1,28.4,8,1,22.3,8,1
1963/8/7,24.8,8,1,28.1,8,1,22.0,8,1
1963/8/8,25.8,8,1,29.5,8,1,22.6,8,1
1963/8/9,27.3,8,1,31.7,8,1,23.4,8,1
1963/8/10,29.3,8,1,34.5,8,1,26.0,8,1
1963/8/11,28.9,8,1,34.0,8,1,26.0,8,1
1963/8/12,29.4,8,1,34.3,8,1,26.0,8,1
1963/8/13,29.7,8,1,37.2,8,1,25.0,8,1
1963/8/14,28.2,8,1,32.9,8,1,24.2,8,1
1963/8/15,28.1,8,1,32.0,8,1,25.0,8,1
1963/8/16,29.4,8,1,34.4,8,1,24.8,8,1
1963/8/17,27.9,8,1,31.8,8,1,25.0,8,1
